,online_order,book_table,votes,location,rest_type,cuisines,menu_item,Cluster,Labels
854,0,0,0,1,2,72,0,0,150.0
866,1,0,455,12,0,241,184,0,550.0
867,0,0,19,12,0,284,0,0,800.0
869,0,0,353,8,0,230,0,0,1.2
872,0,1,49,8,0,287,0,0,900.0
874,1,1,347,8,0,288,0,0,1.0
875,0,0,0,8,4,10,0,0,600.0
876,0,1,165,8,0,123,0,0,1.0
877,0,0,177,8,0,133,0,0,950.0
878,0,0,43,8,0,289,0,0,1.0
879,1,0,102,13,0,72,186,0,600.0
880,1,0,54,12,4,290,187,0,500.0
881,0,1,200,12,4,12,0,0,700.0
882,1,0,102,12,4,291,188,0,450.0
883,0,0,0,12,4,107,0,0,600.0
884,1,0,171,12,4,10,189,0,300.0
885,1,0,37,12,4,107,190,0,400.0
886,1,0,40,12,37,292,191,0,400.0
887,0,0,125,12,4,293,0,0,500.0
888,1,0,49,12,4,10,192,0,600.0
889,0,0,19,12,4,18,0,0,900.0
890,0,0,69,12,38,20,0,0,700.0
891,0,0,52,12,4,294,0,0,700.0
892,1,0,18,12,9,295,193,0,900.0
893,0,0,78,12,4,10,0,0,350.0
894,0,1,39,12,1,296,0,0,800.0
895,1,0,48,12,5,297,194,0,650.0
896,0,0,13,12,4,10,0,0,700.0
897,0,0,0,12,4,298,0,0,400.0
898,0,0,14,12,1,299,0,0,700.0
899,0,0,9,12,4,300,0,0,400.0
900,0,0,0,12,7,301,0,0,300.0
901,0,0,0,12,2,302,0,0,500.0
902,1,0,46,8,4,303,195,0,600.0
903,0,0,129,8,4,12,0,0,600.0
904,1,0,0,8,4,304,196,0,450.0
908,1,0,203,8,5,143,198,0,650.0
910,1,0,131,8,4,307,200,0,400.0
911,0,0,34,8,4,308,0,0,500.0
912,1,0,46,8,4,309,201,0,450.0
913,1,0,10,8,4,310,0,0,500.0
914,1,0,18,8,4,311,0,0,500.0
915,0,0,48,8,4,18,0,0,550.0
916,0,0,6,8,4,312,0,0,600.0
917,0,0,0,8,4,10,0,0,500.0
918,0,0,0,8,2,313,0,0,300.0
919,1,0,127,8,4,314,202,0,700.0
920,1,0,85,8,4,17,203,0,500.0
921,0,0,11,13,4,298,0,0,500.0
923,1,0,335,13,0,316,0,0,800.0
924,1,0,254,13,0,317,204,0,800.0
925,1,0,21,12,2,318,205,0,400.0
926,1,0,20,8,2,319,0,0,400.0
927,1,0,63,8,13,229,206,0,300.0
928,1,0,244,13,2,320,0,0,400.0
929,1,0,9,8,13,321,207,0,400.0
930,1,0,113,8,13,322,208,0,400.0
931,1,0,5,8,13,323,209,0,400.0
932,1,0,255,13,2,5,0,0,250.0
935,1,0,38,13,13,33,0,0,250.0
936,1,0,208,8,13,324,210,0,300.0
938,1,0,310,12,2,5,212,0,400.0
939,1,0,42,13,2,63,213,0,500.0
940,1,0,126,13,2,5,214,0,150.0
941,1,0,427,12,13,101,215,0,500.0
942,1,0,197,13,2,5,0,0,300.0
945,1,0,396,12,2,72,0,0,400.0
946,1,0,474,13,2,30,0,0,450.0
947,1,0,172,13,2,38,218,0,300.0
948,1,0,175,12,2,94,0,0,250.0
950,1,0,173,13,2,328,219,0,250.0
951,1,0,77,12,2,5,220,0,400.0
952,1,0,326,13,4,329,0,0,200.0
953,1,0,212,8,2,330,221,0,350.0
954,1,0,464,13,2,331,0,0,300.0
957,1,0,70,12,9,70,224,0,350.0
958,1,0,62,8,2,332,225,0,300.0
959,1,0,0,13,2,333,226,0,200.0
960,1,0,0,13,2,5,227,0,300.0
962,1,0,171,13,0,334,228,0,450.0
963,1,0,158,12,13,269,0,0,400.0
964,1,0,14,8,13,5,0,0,200.0
966,1,0,207,13,2,85,230,0,300.0
967,1,0,138,12,7,29,231,0,650.0
968,1,0,455,12,0,241,232,0,550.0
969,1,0,14,8,13,196,0,0,400.0
970,1,0,13,12,0,38,233,0,600.0
971,1,0,181,12,37,244,234,0,600.0
972,1,0,140,12,2,335,235,0,200.0
973,1,0,44,13,2,38,236,0,300.0
974,1,0,43,8,2,336,237,0,300.0
975,1,0,159,8,2,27,112,0,750.0
976,1,0,76,12,2,38,238,0,450.0
977,1,0,16,8,24,337,0,0,100.0
978,1,0,74,12,2,5,239,0,400.0
979,1,0,20,13,13,54,0,0,200.0
980,1,0,9,8,13,31,240,0,400.0
981,1,0,51,8,13,86,241,0,200.0
982,1,0,53,12,2,38,242,0,350.0
983,1,0,28,13,13,338,0,0,400.0
984,1,0,166,12,2,152,0,0,600.0
985,1,0,50,12,2,339,243,0,400.0
986,1,0,128,12,13,317,244,0,400.0
987,1,0,0,8,13,150,245,0,200.0
988,1,0,8,12,13,58,246,0,500.0
989,1,0,126,13,2,85,247,0,300.0
990,1,0,24,8,13,340,248,0,150.0
992,1,0,51,14,2,47,0,0,400.0
993,1,0,472,12,2,57,250,0,600.0
995,1,0,117,12,0,72,0,0,500.0
996,1,0,255,13,0,241,252,0,500.0
998,1,0,65,8,2,342,254,0,400.0
